Selling_Price,Square_Feet,Bedrooms,Bathrooms,Age_yr
342024.08479329786,1851.688472790091,1,1,62
268755.8312819585,1843.7579178419571,1,2,68
479853.00389094383,2090.3066495594767,2,4,42
437623.8778345753,1992.4036926946853,4,2,47
545641.5185667677,1889.5536097116526,5,4,33
318537.12900101737,1483.8102178218753,1,3,39
362626.06163829094,1988.5873428543982,2,3,74
492164.0396112762,2552.8097985900135,2,3,60
460813.63808399905,2338.168018461991,2,3,49
485265.6635741433,2437.2746506557587,4,3,66
459877.36390447046,1595.513729427526,5,2,61
334490.7653369557,1404.1580718965677,4,3,57
308164.1235422273,1749.6852319601408,3,1,32
366794.4637809665,1822.2899649154779,2,1,74
468144.5869387791,2237.6766073883796,3,2,15
267548.92438814,1123.0141481140722,1,4,47
437035.83722876577,2411.8201277842454,1,1,9
436429.9830605108,1736.7968405684041,4,4,37
418401.36166525143,1629.247572021032,5,2,18
349369.21840948105,1395.158249895933,3,4,35
369651.3925391908,1138.0573312536922,5,4,58
475330.6083074459,2129.2682335847658,4,4,62
406309.9437413226,1829.3271868753616,1,4,45
420083.16756402137,1284.0156401035783,5,2,2
286469.9078704209,1281.9684911745535,5,1,73
324108.556324763,1665.6861202839486,1,3,64
555606.141793723,2467.608610115757,3,4,7
269674.7056391738,1696.163459454558,1,1,50
323494.3699283676,1198.7428187527576,5,1,72
411615.65777559235,1701.7027743656222,3,2,5
348410.0852100254,1690.9105721009319,3,1,38
138519.78433080734,721.2453428233714,1,2,59
463904.20517673105,1778.282053392875,5,4,27
492806.96890491573,1707.6261879165288,4,4,53
520795.9413777051,2078.4825459253675,5,3,36
500203.49458063615,2539.582437978138,2,3,8
501229.8787225498,2250.626011819103,4,3,55
372727.16387057636,1692.4445237780678,3,1,58
437633.97385140107,1357.389636503332,4,4,1
570622.2284589855,2829.343921299944,3,2,60
355268.7117787703,1823.6873736057953,3,3,57
342096.09609337046,1805.5717167651785,4,2,59
402368.0174290124,1790.3499651559987,3,2,39
440179.9699472878,1879.233904307142,3,3,35
305153.3699369361,1742.255835230423,2,4,36
434872.9968511254,1570.5351972479054,5,3,17
359928.5940940728,1581.256423503843,5,2,62
365276.41656594543,1786.8986919136007,2,3,21
387063.26079367974,1582.630091546494,4,2,10
303102.88708735094,1514.8616869291343,1,2,57
324863.6630228225,1842.5720910767586,1,3,56
317207.70291729347,1698.009113031658,1,1,3
465675.4200492309,2401.5971954330753,2,3,6
209009.1007718941,739.6120766427953,2,1,60
460529.38207946677,2236.602740768985,3,2,53
317994.42546277074,2298.4340769990517,1,2,67
286129.38367881544,970.6439070367402,4,1,0
401294.2808870268,1662.9249623678604,4,2,54
379155.32450973766,1651.4236536016833,1,1,2
268774.46109793044,1236.9953221128715,1,1,37
327660.5114368109,1488.8733249636498,1,2,0
288424.14344825916,1355.7696618136686,2,4,37
493243.69642275665,2500.908177369449,2,1,28
473233.7980492326,2174.2713572589846,2,3,4
510359.1661381016,2308.6220379976635,5,3,73
477977.71069633914,2088.668825617294,4,2,20
321591.0087396782,1348.3792915131085,4,4,70
348456.29038990324,1590.1918934880905,3,2,66
440156.2446070785,1995.7498244911671,2,4,46
344898.66617903934,1311.148876443222,5,1,34
454913.07980621787,2085.199372068955,5,1,67
316360.48968781275,1703.869840736746,4,1,68
359440.66827053094,1650.071676980161,2,1,0
431441.4222802832,2084.3839872813965,3,3,67
393607.96972511057,1977.705324594416,2,3,11
302629.1317257736,1655.613533672368,1,2,59
515569.1426022938,2263.7319213456994,2,4,26
236039.27262272016,1367.574668960041,1,1,55
378932.68934122554,2046.3742427777056,1,1,22
503456.3966551281,2037.2405031873536,3,4,24
449793.21037517244,1676.181424274404,4,4,20
360634.0593481984,1930.4532088968472,2,2,60
252632.0799809078,1299.5545694458788,1,4,62
393993.5178327911,2169.6108076827604,2,1,51
394860.41730527725,1726.0391454228043,4,1,24
369609.3126204574,1590.9107917923843,4,1,54
499844.3521757105,2219.603690334756,5,1,45
390475.64973782084,1518.2625237828963,4,1,31
281244.5116913325,1236.6154814545762,3,2,54
202304.8170198423,1177.3483305904385,1,1,4
508609.78947468166,2042.4039805382558,5,2,35
303107.8677731453,1287.828259001487,3,1,48
459228.90277847915,2501.9176727937456,2,3,57
258732.44151399675,967.2282368465112,1,3,38
478329.6880219151,2478.5825473160153,4,3,60
440568.2544182653,1884.4069868810473,1,3,8
389188.476733955,1761.314755251843,2,2,5
393437.02640131616,1582.03236527642,5,2,34
492297.1201739577,1959.6544457408284,5,4,38
434797.3682745027,1784.9461190300606,5,1,21
505837.7507220075,2241.3207528066087,4,3,40
439302.06733170454,1845.691059464816,3,2,4
370129.882368969,1860.1207045847511,3,1,41
283190.45447101304,1654.5551151144577,1,1,66
427831.6408067389,1777.221750511573,4,2,29
448040.9162662915,1923.1207075568236,5,3,56
326444.17770796455,1115.9326429373498,5,4,72
299359.84096050233,1260.7258311577148,2,1,28
474325.62672130007,2097.305637609086,2,4,36
504966.0169425144,1868.3461752511766,5,3,12
490686.86379854527,1726.4066654589283,5,3,31
397266.20629889454,1807.3735732261573,4,4,45
436923.06307649915,1939.0326821446683,3,3,22
278924.90581139893,1584.0961278762554,2,1,44
479989.8844299968,1488.678109839075,3,4,16
448147.30991774047,1878.3381020390725,4,3,65
458925.7738333498,1408.6508889539873,5,4,5
446044.882708253,1963.3011022857888,3,1,17
415333.253658383,1118.9665583048638,5,3,21
527918.2889852608,2211.6622549302574,5,1,32
432006.9534977932,1989.0389929652172,1,3,29
411485.5743603707,1902.4118937255503,3,2,31
457920.49645221233,2193.0763935782056,3,3,41
587062.791268334,2466.189777785031,5,4,9
520935.6219029581,2205.748026007252,4,3,35
216779.47406023787,1063.650307467342,1,1,33
303671.25108034204,1288.1692133057195,5,1,72
351391.04448642523,1550.0725689217284,2,3,27
485071.24193169066,1810.4364200843336,2,4,10
406639.95361339755,2007.0636081876492,1,2,38
465367.18689463707,1509.7024747386138,4,4,46
494076.49486538797,1874.7067057908314,5,2,18
357385.6572664476,1497.846827058671,3,1,14
360546.8582981354,1555.3928788032208,1,4,27
321991.28777126246,1237.335561260711,4,2,23
290763.4354808038,1430.7067015556383,3,3,71
316119.15431980626,1259.3261577534665,2,1,8
297407.2435068624,1409.6506988090669,2,3,46
452562.2404124874,2221.456718643136,3,1,32
340500.0671629398,1420.240444467223,1,4,61
569979.3058993167,2852.9528259349563,2,4,18
488913.52309060073,1997.3271603523558,5,1,66
323369.31379336945,1873.9344494779496,3,1,73
354204.3758838226,1456.6568879275146,3,1,39
458761.2781985104,2080.123951763597,2,4,46
322284.5879241181,1569.7448695048904,1,2,64
450834.660537931,1848.8039258581446,5,3,28
578815.6998047361,2824.033815307518,1,3,49
476873.1535030338,1761.57604011014,4,4,12
569255.837756119,2259.7093305142703,4,3,0
358144.0391608418,1518.729429949645,2,1,33
342760.8285453258,1786.0046038012154,2,2,47
514019.82902654604,2508.320254254204,2,3,47
351237.8871760892,1549.213176884893,4,2,48
452655.76089355093,2524.9794231987717,1,1,63
364659.6941904665,2083.10077418219,1,3,60
389407.2029212167,1575.0132896422929,2,4,28
494128.08537369006,2052.9630956222086,5,2,38
421882.26006928226,2189.021779850692,1,1,25
540362.8869858282,2048.7239848868785,4,2,16
277227.44711813796,1171.9101120438174,3,3,70
433533.8126787161,1509.1451296700525,3,3,12
451256.6353259338,1700.9925457793981,3,4,68
440505.9950799447,1770.2266283599815,5,1,25
362736.34334943193,2048.268839020271,2,1,48
392761.04787293647,1871.0804003733015,4,4,66
495377.6114997258,1265.8622565159594,5,4,6
398478.5411626269,1952.0791404023853,4,1,57
418594.3897401129,2044.2342981135293,4,2,48
350837.5243495695,2023.916179172416,2,2,52
445750.41782157606,2232.312290221849,3,4,64
426626.48806974926,2133.568861819562,2,2,61
508286.8605839484,1983.6720316913747,5,1,16
478353.71345614723,1771.9337154165412,5,3,42
385312.4788096414,1135.6156265936033,5,3,24
396411.4754629151,1971.8472876530343,2,2,2
462563.03285272524,1883.0750748652445,4,4,28
452096.1479112841,1908.6315348781493,4,4,31
340579.7156165694,1289.3005696718762,1,4,25
413237.2332096531,1367.577383836695,5,4,15
517761.78786836646,2221.2611413331615,4,4,24
324122.0734786455,1784.177938457338,1,2,53
443796.0372494671,2072.60027894905,4,3,27
436102.24549305305,1811.3273504521844,5,3,72
378570.7819386786,1811.902455798298,3,2,55
552823.3027374105,2175.313522390399,5,4,64
314441.349955945,1593.5821087130505,2,2,40
396791.3810670889,1838.4483107763933,4,3,50
331041.69318995887,1615.0898845179831,4,1,70
322987.4875509806,1626.2015090270738,2,2,28
414624.31034627534,1676.3311506125442,2,4,18
347529.9804432246,1888.853508653485,3,3,65
393114.7205988729,1608.500551334609,4,3,40
483494.2174397447,2302.3024502294084,4,3,44
404356.2741794118,1442.1570791121985,3,3,14
387470.7600615575,1725.2513423354565,1,4,2
326533.26374559454,1624.10757669033,3,1,10
533764.0701531875,2378.791153741493,5,3,52
436389.87079892977,1878.6219106046299,4,2,45
414774.5165702964,2212.737815787454,2,1,29
341526.69424120843,1205.7758507852113,5,3,56
418876.1529346276,1906.8201063477036,4,1,17
441766.2887106673,2155.852318249375,3,2,50
436253.576879339,1832.9135957101696,5,3,47
449074.3333616051,2226.1921500261406,4,2,65
409476.0901205989,1593.0846199598511,1,4,7
429521.1540439654,2363.7389760742317,1,3,21
561623.876824947,2719.5592494477,2,3,5
348560.00398971036,1654.8645758241364,4,3,56
350107.7388162522,1621.7989914396912,1,3,35
476838.7923030902,2381.3537908470803,3,4,56
557362.0831347667,2431.828858292285,4,3,48
295319.97908144345,1590.8559891386926,3,1,44
378051.1620782788,1631.925273161657,3,3,65
400726.85582416435,1687.286156455797,1,4,44
349412.2872953293,1262.2197955862891,4,3,19
321024.3353410999,1432.5392214063208,5,1,63
270425.684663578,1398.3436932991729,1,4,66
362356.26544162317,1492.8809739583487,1,4,2
400441.5607324771,1786.1260450452876,4,1,53
374027.73593557754,1893.6858930146084,4,1,63
435401.2828126539,2420.200197125631,3,1,39
261536.14635817384,1400.6583837044836,4,1,58
468117.76910396694,2193.7289593906335,3,1,54
401575.5382589089,1714.4044623097964,1,4,61
460839.2886055077,1780.2145161390267,2,4,3
462177.6586972467,2069.9277968666415,5,3,59
286067.7421602115,1350.9111913750805,1,3,74
482405.79229583504,1952.9638984736202,4,2,29
506359.68855040136,1866.5808832852224,5,3,1
399788.1321604557,1996.9805056032596,2,3,61
396303.1655191539,1915.6674575631273,2,1,48
505104.16768296144,2782.1200559643576,3,1,8
466688.28563858627,1544.9040062994736,5,3,30
333865.56835919555,1587.6012179992729,3,2,60
247234.2193541826,1550.7437894300942,1,1,47
416762.1786515545,1577.809152335898,5,3,24
305815.10832603625,1545.045149077393,1,3,35
503038.870263417,2275.606612443021,3,4,7
551371.9241110617,2368.2016991959417,5,2,72
398491.3105300615,1571.7014825002095,3,4,57
422993.1482220033,1467.0577707583084,5,2,44
399155.9821316846,1988.5662225545616,3,1,61
340703.4455972469,1579.1107822876115,2,2,38
438218.5687662996,2053.172727102204,3,3,57
367250.0020837821,1881.1692083405198,2,3,63
291581.88180696097,1193.7023540011073,3,2,43
507607.2108654169,2419.0020805320246,5,2,28
567207.4449169392,2518.3510692382088,5,2,58
363835.67999084544,1554.8845238062454,5,4,70
396979.588687965,1644.9193760256064,4,2,8
437512.94737231266,1914.346156289962,1,1,5
521152.5938911664,1933.78271599481,5,4,28
437843.96971127583,2063.4177090691323,2,4,57
608732.4287590128,2604.08181550654,5,2,16
368173.04155671515,1729.2211090023802,4,1,15
358288.36433359206,1480.6811021846186,2,4,2
363894.015922663,1248.272308794189,4,3,20
316043.36887705413,1507.6279840232323,2,4,63
395763.70267729013,1786.7492108504812,3,2,35
426239.9506701313,2517.823145407115,1,1,61
354618.2134939476,1592.9554803855315,1,2,41
476759.92729202163,1889.5151806555593,4,3,41
314186.32488496625,1793.4308415708992,1,3,60
528054.6740684513,2275.357309379234,4,3,12
582207.5904149289,2810.7729703494488,4,2,10
384651.04725441034,1587.6524908318718,4,4,53
303308.38006857166,1604.224222992711,1,2,15
545579.0242558805,2217.664350827629,4,1,7
408232.7566745582,2072.7565958505247,1,4,58
528075.5333460196,2538.6829302944134,4,3,56
495563.4181173869,2033.5712741303855,5,2,39
416454.8576650236,1656.283163685176,4,3,58
498004.0594527312,2036.2619322769237,2,3,1
475212.36643397145,2243.481432233163,4,1,9
493310.5973780264,2128.1928724789454,3,4,43
433101.222575913,2002.909612442919,4,1,10
447295.7430631874,2226.6698758356615,2,1,1
412860.01244160195,2267.718236178269,2,1,49
481564.05933382345,2352.8635964150108,1,3,11
485232.2264307943,2059.483955035857,5,1,22
437027.8446573363,1733.1527678732582,4,1,17
354893.16945672623,1858.6854745733292,1,4,61
541840.7661776055,2282.6035866033426,5,4,61
331216.7145551538,1473.2257316051055,4,1,37
518742.9755089505,1947.4693235491604,3,4,66
412013.74172744947,1642.6644750690557,4,4,37
304705.1097457524,1811.497929173927,2,1,66
473186.55406683154,2311.3807450429194,2,3,60
413581.98977615946,1876.4396272079614,3,1,0
410277.5767203998,1818.5746192624595,1,4,44
400999.3093529814,1256.0575436080323,5,3,27
472679.5359650195,2098.501426410888,4,2,20
434146.3903947212,2058.1936724564302,2,3,12
505130.18654922146,2665.3018893221843,1,4,26
418763.6758274377,1676.8887060187997,3,3,6
376917.1301094924,1887.6601310655756,2,1,21
352006.58371992904,1899.753473484302,3,2,73
499370.2238802122,2430.9813119053897,4,2,52
443458.8092767427,1761.8817870452192,5,2,3
467418.3280441109,1911.6086103081357,2,4,22
445894.6625667913,2043.1586038866158,2,4,69
418066.79168312554,1874.6436492625432,4,2,32
328408.79147351166,1621.4265541797886,1,3,27
494982.9037841946,1877.635997159323,5,2,7
532378.8877825333,2229.452699943909,2,3,0
452008.99196293164,1389.393880235576,5,3,36
353895.8987517245,1853.1878696587505,2,4,62
472181.89599319536,1519.9516740243307,5,3,21
435856.1975974347,2278.018651569937,3,2,69
337343.0946991575,1190.7252380864902,2,4,20
412606.0601332215,1576.4312610913646,5,1,34
369203.9883913878,1950.8847500258084,1,1,4
542832.4607173096,2426.2096116937364,3,4,59
428773.85248871497,1773.699895570805,3,2,45
326526.5567244652,1577.9201893227207,1,1,49
475551.980518477,2552.462827776236,5,1,47
381229.4479131725,1220.7944398335026,4,3,5
160014.7250585623,920.4776173519672,1,3,55
430442.4651448997,1976.005780021333,5,2,58
294951.78040495364,1599.1783102589557,1,4,28
267234.0300113418,1391.5068731477147,1,2,70
482080.6759053664,2083.3425789197413,2,4,17
465650.00962956896,1897.5202855084794,5,1,1
415420.8388392873,1574.3685477053086,4,3,7
268602.68481035647,1287.8782405316424,2,2,74
354004.7775556758,2148.982931312058,1,2,53
394628.20723449986,2060.0804711834644,1,4,37
335976.96211519575,1760.329654488247,1,4,47
563682.9918407005,2538.6547984190665,5,2,26
424325.686934448,1371.966093469539,5,4,19
295941.3491906056,1189.7899316301045,2,2,11
392139.7780076873,1523.2367720475022,4,2,42
376163.7371644551,1781.7655934578008,2,2,60
443114.79050623806,1897.3357797290766,3,1,30
352329.945867669,1703.505576857468,1,4,60
363550.9968677409,1940.8221586057186,1,3,73
269573.02526250074,1299.3842303238223,1,3,66
452400.30527997843,2377.5058416293036,2,4,34
379980.01761731325,1767.1395286429724,2,2,14
446084.8032130677,2246.918332635251,1,3,15
423239.13600957394,1937.0901385510817,2,3,12
517177.0132906618,1982.7012876615136,5,4,34
458601.62021750235,2027.9069120928816,5,3,74
349272.7106832872,1979.083424006926,2,2,58
439032.58697664103,2057.0891039470175,1,4,20
417577.639895395,2331.6610120529726,2,2,53
289213.98837458144,1878.608467880588,2,3,74
401628.1578459968,2083.6015030354047,2,3,29
385283.28811715875,1764.1057222851093,3,2,47
550163.7723515916,2376.046886179789,5,1,34
329600.3641460959,1529.443079176292,4,3,37
491944.6769620392,2520.3761731643262,4,1,30
442534.1379811822,1783.9368197422627,3,3,23
282499.35778551217,1227.6899591527808,2,1,48
379082.85804736684,1851.2417659643156,3,1,31
299653.42979887506,1527.5793370100478,3,1,54
415029.9354360292,2136.2574195954894,1,2,57
447725.3424218136,1538.9504082790436,5,1,2
370987.54594939365,1621.526626714088,4,1,68
253585.63606854578,1044.1837076217876,2,1,9
462272.44797556574,1619.0774723003692,4,3,24
169215.17841635126,830.4482693484173,4,1,67
383902.733340627,1166.4388706057107,5,3,60
455628.91476540116,2104.165862457719,4,1,28
473016.03525648435,2114.3200634603327,4,1,18
390169.8739647736,1970.183024713986,3,2,42
327560.64096900274,1413.2095427483148,5,3,65
292368.4430652331,1780.915457543208,1,1,73
386325.6841423078,1798.5589843637727,2,3,60
389578.8901930104,1336.6541243229829,4,3,42
534047.2559807666,2401.35932070686,2,4,24
429686.588286144,2150.9449162302685,1,2,19
322028.5564844314,1711.6143304681345,2,2,47
386637.43251527287,1810.7543355978123,1,2,23
446434.2980525933,1883.353123179021,3,4,10
356707.8349764966,983.3060526302837,4,4,54
340649.900984579,1701.1290469917612,1,2,27
339559.66852416756,1527.2063008008806,2,4,68
403880.5979554581,1399.3519960420338,4,4,62
430178.04119286686,1687.559882845618,3,4,58
586980.3519794755,2519.074610739809,4,2,4
348836.8361893506,2056.337144506804,1,2,50
403609.3471261887,1571.5284040868812,3,2,20
448911.2785822561,2029.0331125424634,2,4,11
