Claim_Amount,Driver_Age,Vehicle_Age,Vehicle_Value
2108.450823355081,41,16,9365.783832484412
4933.653531209365,29,20,28191.523626067865
4775.123681677374,67,13,39856.160010696454
4186.890715785163,52,1,29039.737508199752
2857.139520099195,77,21,13966.8146981752
1136.3042270392793,50,10,21344.017603445136
9380.386929053315,50,0,65197.27470085466
12021.163461286344,78,18,48290.81246428581
3671.9548190849287,68,20,36235.2051915524
1530.9272950738773,60,3,3851.897629121866
5179.1461748956945,54,18,69491.8318327945
10425.712605922727,29,20,47987.480637941095
2670.962834869764,20,10,24233.80598211131
23929.668901515925,18,7,61911.00021985516
2801.1739230382996,50,10,20314.918559551814
2835.6480739989406,57,3,39449.11080524436
6862.152584096076,27,16,45616.74116989828
1514.7147747641004,60,6,17811.245887399804
8428.676545815488,61,7,68552.61767963992
4289.693240806804,46,2,53128.85770059284
14771.823929398393,30,21,40373.48610924168
3319.5235983479283,29,1,15099.838077745158
5417.311606787501,48,22,6608.499868867751
5596.032016242216,63,14,24444.008778905893
27884.890287402253,19,23,53463.55150619799
2631.8109174797214,78,21,21045.19698623568
3539.502557365899,68,21,39150.26677319884
3110.7558024876857,67,4,51772.46084095979
4088.505558284532,52,23,10232.228881313113
6034.627635718263,40,0,48914.96707976352
1328.8310626688824,34,3,9155.349476572996
6964.297058158777,43,14,67663.69272250877
9547.058900247166,25,19,35722.40671435095
4380.952110063173,46,18,13095.299216561785
2444.004100036563,43,2,25939.703614247614
2286.159046554389,27,19,30698.90210278252
7934.512771958488,43,10,53798.395742128
8725.484745559985,79,16,52809.39366713283
8327.201899202571,51,12,44000.01385760118
1960.1686849777875,68,10,10097.357741419028
1101.395235365657,58,1,13155.14789637413
1324.6515228679968,24,8,9281.713683252294
2675.7725578750205,21,1,41670.57648026585
10803.203406440969,75,20,61768.27558126407
2673.4133177569042,70,8,32064.63432106971
2329.8873414851723,67,8,13776.827655168996
986.4670177338887,62,7,40388.83578498079
18669.241225563812,28,16,57387.39853000256
10392.720039036854,46,0,52694.70812136631
5546.057704918342,73,24,62057.20223822643
7981.672197049719,53,10,21619.440515674145
2239.6847709396743,42,7,15994.909106940915
4020.559612353321,38,9,61947.704558109894
3690.7052716852277,78,24,47056.540956127545
1737.1031839963853,74,6,23832.23831050613
3139.337312798158,53,2,52737.31938835812
5427.191232374258,27,2,57612.93176018465
3820.0047813160436,54,17,44203.54210285587
10423.082948735138,26,4,49088.235361954314
2927.093180231471,41,11,28142.413597658644
1320.2119186200268,52,11,39092.60971198362
2281.1539217906125,66,18,38118.66443865287
5066.385582119779,52,5,59819.20200576172
4278.789195502848,65,1,59277.586678906235
12284.866633933114,53,11,58789.59144625189
3067.0128016525982,35,18,3739.118155585208
5162.8019767517935,66,4,53219.54745941551
4626.02182100432,56,11,53831.31813743732
8239.388510083463,49,16,48451.3811312945
2073.466142770524,41,16,53669.73207872732
9286.895343231534,40,9,59412.01489027948
4031.93150544283,79,24,34511.37662481963
11770.708130930214,49,22,36637.36430372596
5901.544716688469,54,16,11355.841813063162
7012.272032074436,29,14,28820.184164173243
3603.971159793671,66,11,46105.46705408955
4788.660675600556,72,15,55286.78500186739
2578.0999144883945,30,23,17553.009545311106
3354.286998363557,40,18,12234.134243668772
1784.3045294819426,42,7,47423.81430153298
2598.9055064324084,52,20,3125.952196169013
5653.420972912058,58,16,14950.963148591098
2490.557243601079,47,22,4947.7824830449
3438.5249687232235,34,4,14181.302896276351
5137.179534012268,66,21,15148.39175500885
5620.461054422447,79,15,28974.13084827641
2713.4939343116666,37,5,29955.917353999248
2750.324461308279,65,7,61575.58553088593
3166.3973603818417,42,24,37177.350737421286
4133.2796136561565,39,17,51468.11929602318
3642.6600115994743,30,24,9977.202980659258
777.4176402964805,76,11,18104.39661606749
4482.89487385639,36,14,50097.210545571346
3658.9765811017105,66,8,6537.865351391381
8007.096595987852,53,12,35602.04337033146
1190.3606157734666,29,14,43157.72069941657
13748.965265420702,78,9,43343.75815151623
5387.931512763424,58,15,4536.498354958816
1122.8922171432755,36,6,24581.23628335543
8107.792631031509,29,16,45644.87362029332
3569.032918687936,26,22,12982.98232199931
6611.006013707429,24,20,49592.84843797957
2725.9631758245173,45,21,52976.98899051619
15291.229550362155,31,6,68791.93575989173
5604.735027645002,48,13,17059.41365537943
8052.392927539831,69,14,58283.75473362972
20856.368883263796,36,20,37859.87065354982
2297.122677279369,75,6,28021.99394165962
1323.4926117439202,64,8,11199.242740786922
4355.74776588842,33,18,52278.87563466502
1561.3703865950636,70,15,18802.459142627034
9559.161151558239,22,7,27885.274125494067
3798.263170965016,52,17,7190.329202123685
8821.128299967215,29,22,56691.583359907774
5310.896872913164,42,17,54361.431106100106
10379.471220401876,69,19,52152.260612834936
834.1325163768719,76,6,23062.715202956406
1070.4587705597419,38,2,14623.164975819134
10790.473371788465,53,17,45716.06871950539
4335.561528071249,70,9,36243.147735585706
1346.8685804698537,40,6,14942.915282610986
8604.208308459125,33,16,48956.05516034087
3889.2577613387643,74,13,69405.47093202734
8915.283130055748,56,23,53063.712378716526
4067.9485185697617,62,2,52579.08790793599
4845.896789276822,70,11,66670.95444634964
2051.447940330459,59,12,16596.736627518447
1278.9908914634982,75,1,40891.847649736505
4766.907084215015,56,2,68636.32990727019
6799.231153113626,31,4,14074.705435001695
5892.141706785241,48,10,49916.88128278291
11279.112129234387,75,7,42249.27978011743
2247.241522750353,22,22,42294.099176643365
5469.38545094242,52,22,49743.93204384504
12684.173514923785,40,11,65284.33383267084
22038.894542640704,46,6,55432.98997003964
782.8562983555577,60,14,6761.11892888607
12646.570273793026,28,23,60132.77733167265
5690.550843383064,35,16,18111.269105024083
5715.191552702669,64,3,28253.249037336922
4912.136464935169,29,21,33936.09851202961
6843.013289710744,26,24,35220.70205045567
2475.5401360980586,27,12,32157.086750108905
5941.181205643158,75,17,65802.67071246292
3434.063551420702,61,0,50303.27351348965
9283.00952035566,34,15,45288.43327909933
3105.4630228271567,78,12,6339.415861457084
2541.0724042999864,55,9,63562.193127445105
6261.056371151416,24,11,63929.14286456255
5358.242082135206,63,1,55274.275249816856
1035.415207278693,30,22,3470.9566555124834
4710.464168989071,57,2,6837.776822200765
5526.545113854717,59,9,18089.988051988814
3538.1746984970305,26,1,11800.41034570875
7162.016026233811,67,22,29722.013990149873
17053.218292052643,44,12,64815.74489188191
7064.890090039258,75,12,34628.04909119889
5337.238350701743,19,17,3897.975970955096
1359.1652204810894,22,2,21943.961201777056
2717.6413113460258,46,6,5987.858860988423
5143.038088008431,54,13,5431.270715104645
4527.007200881512,55,19,21473.230157402002
7723.492080711769,36,16,21466.026691489344
17399.128824599917,25,20,55737.482374307474
12641.61984588497,65,11,68313.92173633451
3483.911415962756,62,24,27870.875290629887
10777.239571493974,18,15,31735.420883689585
6257.8081713068395,39,23,59600.89223116344
1502.3144120019645,69,11,20965.314346399395
2807.183644582913,34,14,13477.580895031013
20776.66623686953,24,24,60157.00476804458
3041.1669097568065,42,9,6115.539291484389
7955.906951057685,62,24,44519.86249336085
4776.480870631341,21,6,40653.520780276056
732.2456715888417,53,19,26176.669982613515
3720.096391289658,23,4,24117.69791352305
1639.319960694209,77,0,54714.46765416863
1348.3362025664048,48,16,8790.448921090614
4051.260818993993,36,2,18864.54872386282
884.7574468734374,78,12,52074.065033152016
10123.545638754435,61,13,39737.47910967042
3709.01967016476,71,23,11575.209971750288
6228.080978663886,56,17,62103.086156898025
307.94871668522165,44,3,29361.005719760633
5826.671372860074,27,17,58467.18114658558
5089.122853043059,43,4,55776.77204035648
1556.4365783480998,36,24,44836.50491360578
3599.9069396950667,56,15,36130.23579677123
9249.123390866216,79,0,68629.90630557771
4852.715241748933,20,20,12712.659849447742
12808.904692873075,62,13,51585.43374592469
2258.4252412643577,30,14,15809.776998140864
745.4866832067804,67,8,25663.628057267342
5457.163750788961,45,14,23682.81580600408
10996.319356904482,79,16,66451.41117849444
18932.52707074533,75,24,67812.86391181443
11285.460504596329,37,23,15262.034763726719
1919.8636363436337,45,3,4476.35573993278
16377.308390147036,25,11,51240.53865742858
10319.224461790576,78,4,31005.32556932245
3444.314158060503,58,4,8952.296420866813
3015.4645741211893,56,10,48811.52507366185
5437.130995448923,18,5,39522.07039346688
13313.405690987578,20,6,68694.6270740741
7040.272713221413,30,23,18236.436222712386
3919.2676621535966,45,13,30066.517713878733
12810.655179224623,79,23,39350.568827493335
1311.102659803297,74,10,56043.89922637456
3898.8895602388816,77,12,39772.190000243936
4338.4744018624315,66,1,44064.310777750594
2989.052812993234,42,24,18151.85245652603
9925.094117868628,73,6,59743.55478193351
6446.68334687362,50,19,31718.246647021875
2351.2496962417854,55,3,12444.295043958542
6094.38177174016,70,7,47500.590271862966
5828.714622178156,23,19,17478.060363415603
4617.196855144601,75,21,9536.688186033083
1232.5278948010407,61,20,60753.122863086246
945.4436072190645,62,18,33830.87172072545
11753.427788774407,49,12,53202.008750617024
3214.757787446857,62,13,22469.366507025792
2767.7631827418904,78,9,55726.99903948364
2777.2534839370232,64,10,10499.70711044253
3050.891900383441,38,1,26850.216044255132
8175.277892792042,33,24,68530.14180422641
16847.35173302482,71,8,56197.31099665641
14789.433746781284,38,16,36316.14733108411
2268.758359394453,28,2,25765.090594646303
5384.172222172132,77,23,61433.091901505926
2176.1193989837357,54,5,39504.79985866255
3777.6283415861662,53,4,53814.47619723044
7995.085599249862,52,4,53525.21458118299
3959.134483777811,36,21,4202.3604640889525
2534.8046010374173,37,14,11459.003447105102
5637.662115988173,74,22,47195.16754844773
2901.4688896052944,35,16,13828.527356153387
1357.2068671148295,64,8,20118.054091925515
2618.722204167043,58,2,66424.74293137368
2266.7591287705927,66,19,40532.21131111909
10746.472567173514,31,16,53298.87696895626
10521.070492006962,32,9,40384.709498436874
4225.816032927346,48,2,40018.41219044259
716.5078577956018,18,17,9308.17797842176
4270.005992020055,70,17,26025.433904809903
2015.5681251977826,71,16,21922.870211996284
2085.0371256485287,71,23,29178.800496112086
2232.1817719026017,20,2,56489.06061102999
1580.1260577225923,33,2,27919.488750429944
1838.38641197912,40,5,33263.686888522745
811.9926914897146,74,12,29624.553162516208
2202.4093927390068,28,23,9258.334122344804
7919.473444667016,29,14,32551.834602802508
12008.341261332409,27,24,16105.821293982506
488.6787321564333,49,8,15510.460816793779
4198.760913854363,33,3,9300.418997095847
4499.927420932828,25,13,26896.955267498237
1639.0825840483674,55,4,53751.28628089096
2260.071841759896,29,1,21521.593269087538
5062.180803176929,41,10,23927.38982632941
5354.9733984073655,45,8,46059.202064052384
790.1485053146265,70,23,16121.334443323565
7257.424701827435,25,2,63096.1813383768
5245.083964589204,75,8,37852.76505785415
4847.824300687699,45,2,32989.397001454534
5316.7966292248875,53,24,40373.9528592565
2273.82881783934,43,1,14124.298998885095
5336.797962044168,25,11,44102.70028882481
3807.3532201779244,75,9,27327.7493544787
7703.264235276258,77,8,63111.48484462946
349.3349387759226,67,14,14313.231847404972
6782.449325062869,45,7,36972.42395898455
10591.733493723159,45,24,43073.546167724206
1182.813026376558,54,4,5236.701319687541
6331.781332171983,58,10,27367.439358661395
3508.5492630624703,53,1,52086.560724955794
5667.438065731678,44,23,57965.29299908121
1980.923807292567,71,14,23981.853652757916
6833.799698684084,34,5,56505.74924964433
7020.856180924725,26,7,67839.64376592706
3675.21299449576,50,4,60410.553717031304
1375.3002437435657,70,15,10882.147206674788
12523.250900140407,37,17,52561.932249731224
5073.835860915589,30,5,24417.677773516498
1273.581912452957,45,4,69223.87129060912
2855.5949144633155,65,15,35519.051871712436
4583.094232895225,46,12,11203.07119004905
5735.608356259551,30,4,51587.431717835185
5274.2449225429955,63,12,24641.750291876328
19714.212079220866,52,16,69804.23652447133
15216.584944209642,78,17,68645.42467625297
11439.371728863938,23,7,46960.97920737891
2743.482748785982,35,12,11698.372079765079
4170.309460414268,68,18,49019.68684422695
2372.248212890352,22,2,9233.042592821823
2225.117355157436,64,23,4967.398659860285
12036.769839411862,42,7,58138.21589683957
4347.753931559234,19,1,17053.44749480665
4461.5032043632655,27,7,28394.817456679524
2545.7070375337603,73,12,68221.6451284036
5348.294377282896,47,12,25568.313624693918
4104.61786331802,67,0,22864.815345982122
3125.2978766357405,76,5,64519.93597472594
6261.972082728954,62,23,10420.145836370193
13770.124312139098,22,18,53892.02147768033
27773.698285005426,72,15,69200.39296573585
4820.60693326911,73,7,63386.83272190147
2561.527978897396,50,0,46661.75055333054
5388.396901096382,71,15,24042.073264513045
2323.7358464120216,18,8,20039.57273894722
8524.911648021522,35,12,57890.092026387894
9017.630272087059,49,10,61948.06823476358
6846.138700614978,64,12,38204.13914056142
8043.185031882158,66,24,19370.776032693233
